ID,SA4_ID
1489,38
1490,77
1491,20
1492,39
1493,14
1494,2
1495,12
1496,15
1497,53
1498,37
1499,77
1500,21
1501,53
1502,13
1503,31
1504,11
1505,50
1506,20
1507,67
1508,55
1509,72
1510,3
1511,75
1512,60
1513,54
1514,53
1515,14
1516,7
1517,45
1518,41
1519,21
1520,54
1521,27
1522,33
1523,31
1524,40
1525,46
1526,22
1527,60
1528,26
1529,8
1530,39
1531,31
1532,71
1533,15
1534,56
1535,77
1536,51
1537,47
1538,11
1539,4
1540,38
1541,48
1542,16
1543,41
1544,51
1545,7
1546,49
1547,69
1548,30
1549,52
1550,14
1551,14
1552,14
1553,14
1554,14
1555,14
1556,14
1557,14
1558,14
1559,14
1560,36
1561,16
1562,41
1563,21
1564,8
1565,19
1566,61
1567,67
1568,43
1569,67
1570,16
1571,66
1572,62
1573,17
1574,61
1575,5
1576,53
1577,11
1578,66
1579,38
1580,32
1581,52
1582,5
1583,20
1584,9
1585,52
1586,19
1587,21
1588,23
1589,23
1590,16
1591,15
1592,22
1593,45
1594,9
1595,27
1596,1
1597,7
1598,12
1599,59
1600,55
1601,39
1602,20
1603,7
1604,41
1605,59
1606,18
1607,12
1608,23
1609,24
1610,19
1611,8
1612,15
1613,40
1614,40
1615,14
1616,31
1617,21
1618,21
1619,77
1620,43
1621,11
1622,32
1623,21
1624,9
1625,9
1626,18
1627,19
1628,69
1629,41
1630,8
1631,35
1632,15
1633,15
1634,16
1635,46
1636,18
1637,38
1638,19
1639,19
1640,78
1641,15
1642,40
1643,15
1644,73
1645,55
1646,5
1647,66
1648,66
1649,66
1650,56
1651,11
1652,11
1653,11
1654,11
1655,8
1656,62
1657,16
1658,35
1659,56
1660,41
1661,42
1662,41
1663,11
1664,54
1665,11
1666,33
1667,11
1668,4
1669,38
1670,11
1671,59
1672,67
1673,54
1674,71
1675,30
1676,32
1677,30
1678,1
1679,16
1680,12
1681,61
1682,34
1683,3
1684,13
1685,51
1686,53
1687,53
1688,40
1689,7
1690,15
1691,15
1692,15
1693,35
1694,17
1695,43
1696,52
1697,32
1698,11
1699,15
1700,63
1701,63
1702,63
1703,63
1704,63
1705,2
1706,17
1707,21
1708,25
1709,45
1710,49
1711,34
1712,61
1713,17
1714,35
1715,1
1716,1
1717,1
1718,1
1719,21
1720,25
1721,18
1722,20
1723,19
1724,31
1725,21
1726,21
1727,7
1728,12
1729,32
1730,3
1731,55
1732,42
1733,30
1734,23
1735,63
1736,56
1737,43
1738,6
1739,76
1740,14
1741,43
1742,32
1743,26
1744,25
1745,47
1746,51
1747,51
1748,51
1749,41
1750,9
1751,9
1752,35
1753,77
1754,21
1755,61
1756,12
1757,36
1758,4
1759,55
1760,4
1761,7
1762,63
1763,63
1764,62
1765,19
1766,47
1767,31
1768,21
1769,62
1770,62
1771,62
1772,35
1773,40
1774,53
1775,4
1776,63
1777,18
1778,12
1779,50
1780,7
1781,11
1782,64
1783,67
1784,9
1785,71
1786,60
1787,60
1788,35
1789,62
1790,67
1791,13
1792,6
1793,52
1794,28
1795,66
1796,9
1797,15
1798,7
1799,14
1800,39
1801,77
1802,11
1803,61
1804,38
1805,3
1806,23
1807,23
1808,33
1809,43
1810,56
1811,14
1812,26
1813,22
1814,11
1815,72
1816,9
1817,6
1818,41
1819,69
1820,1
1821,73
1822,9
1823,24
1824,9
1825,5
1826,52
1827,45
1828,42
1829,4
1830,32
1831,9
1832,11
1833,11
1834,41
1835,41
1836,11
1837,47
1838,18
1839,12
1840,16
1841,59
1842,4
1843,51
1844,41
1845,4
1846,4
1847,57
1848,15
1849,4
1850,22
1851,2
1852,4
1853,69
1854,6
1855,76
1856,61
1857,22
1858,19
1859,36
1860,41
1861,59
1862,33
1863,67
1864,35
1865,62
1866,23
1867,35
1868,40
1869,15
1870,7
1871,6
1872,39
1873,63
1874,50
1875,50
1876,33
1877,53
1878,63
1879,3
1880,33
1881,50
1882,15
1883,39
1884,20
1885,55
1886,45
1887,4
1888,5
1889,15
1890,38
1891,49
1892,53
1893,43
1894,57
1895,53
1896,53
1897,60
1898,12
1899,28
1900,12
1901,15
1902,25
1903,35
1904,26
1905,15
1906,63
1907,56
1908,55
1909,9
1910,50
1911,14
1912,49
1913,15
1914,15
1915,37
1916,10
1917,11
1918,20
1919,43
1920,38
1921,31
1922,1
1923,50
1924,69
1925,1
1926,9
1927,31
1928,35
1929,11
1930,41
1931,21
1932,55
1933,71
1934,9
1935,59
1936,37
1937,43
1938,21
1939,37
1940,39
1941,77
1942,30
1943,30
1944,60
1945,3
1946,44
1947,59
1948,59
1949,67
1950,6
1951,2
1952,4
1953,48
1954,4
1955,45
1956,7
1957,7
1958,7
1959,39
1960,45
1961,3
1962,73
1963,29
1964,25
1965,9
1966,9
1967,61
1968,15
1969,50
1970,63
1971,63
1972,63
1973,63
1974,27
1975,53
1976,18
1977,10
1978,17
1979,68
1980,11
1981,28
1982,43
1983,43
1984,43
1985,11
1986,11
1987,68
1988,6
1989,18
1990,56
1991,56
1992,35
1993,27
1994,12
1995,12
1996,48
1997,52
1998,52
1999,58
2000,10
2001,15
2002,5
2003,64
2004,31
2005,31
2006,9
2007,12
2008,71
2009,16
2010,24
2011,12
2012,12
2013,30
2014,4
2015,18
2016,41
2017,15
2018,16
2019,21
2020,10
2021,10
2022,31
2023,26
2024,1
2025,6
2026,6
2027,6
2028,74
2029,13
2030,34
2031,56
2032,27
2033,34
2034,27
2035,56
2036,43
2037,9
2038,15
2039,35
2040,37
2041,28
2042,38
2043,64
2044,43
2045,53
2046,61
2047,62
2048,67
2049,7
2050,55
2051,40
2052,12
2053,4
2054,4
2055,64
2056,28
2057,78
2058,67
2059,31
2060,38
2061,33
2062,24
2063,43
2064,43
2065,14
2066,18
2067,34
2068,21
2069,4
2070,27
2071,69
2072,4
2073,63
2074,35
2075,54
2076,17
2077,26
2078,34
2079,31
2080,15
2081,75
2082,39
2083,62
2084,15
2085,7
2086,49
2087,48
2088,67
2089,43
2090,53
2091,28
2092,62
2093,17
2094,4
2095,50
2096,15
2097,15
2098,52
2099,38
2100,27
2101,59
2102,71
2103,58
2104,7
2105,7
2106,32
2107,33
2108,11
2109,3
2110,76
2111,55
2112,50
2113,1
2114,7
2115,14
2116,42
2117,52
2118,20
2119,59
2120,16
2121,21
2122,39
2123,64
2124,64
2125,71
2126,12
2127,43
2128,72
2129,50
2130,67
2131,31
2132,2
2133,67
2134,35
2135,77
2136,40
2137,25
2138,11
2139,11
2140,73
2141,10
2142,49
2143,69
2144,14
2145,53
2146,53
2147,26
2148,64
2149,62
2150,67
2151,44
2152,50
2153,18
2154,12
2155,54
2156,44
2157,44
2158,41
2159,6
2160,49
2161,73
2162,18
2163,44
2164,44
2165,44
2166,11
2167,22
2168,21
2169,12
2170,46
2171,11
2172,56
2173,39
2174,45
2175,20
2176,9
2177,13
2178,14
2179,39
2180,38
2181,24
2182,27
2183,67
2184,1
2185,12
2186,39
2187,59
2188,26
2189,43
2190,13
2191,8
2192,34
2193,11
2194,3
2195,15
2196,27
2197,19
2198,16
2199,16
2200,50
2201,24
2202,10
2203,11
2204,16
2205,36
2206,10
2207,21
2208,67
2209,9
2210,24
2211,3
2212,29
2213,4
2214,58
2215,27
2216,53
2217,11
2218,7
2219,39
2220,52
2221,20
2222,25
2223,25
2224,33
2225,9
2226,60
2227,43
2228,19
2229,61
2230,57
2231,39
2232,72
2233,29
2234,27
2235,67
2236,14
2237,37
2238,11
2239,21
2240,16
2241,19
2242,3
2243,25
2244,39
2245,27
2246,65
2247,60
2248,36
2249,38
2250,58
2251,59
2252,18
2253,6
2254,24
2255,34
2256,16
2257,40
2258,66
2259,32
2260,37
2261,38
2262,38
2263,32
2264,63
2265,41
2266,60
2267,14
2268,59
2269,15
2270,51
2271,51
2272,51
2273,51
2274,51
2275,32
2276,35
2277,67
2278,35
2279,35
2280,24
2281,32
2282,15
2283,41
2284,46
2285,40
2286,63
2287,27
2288,20
2289,20
2290,14
2291,30
2292,62
2293,53
2294,4
2295,37
2296,37
2297,31
2298,39
2299,58
2300,59
2301,44
2302,71
2303,71
2304,30
2305,4
2306,3
2307,31
2308,72
2309,15
2310,6
2311,39
2312,15
2313,8
2314,8
2315,8
2316,59
2317,17
2318,41
2319,6
2320,52
2321,20
2322,11
2323,15
2324,10
2325,4
2326,41
2327,53
2328,9
2329,5
2330,71
2331,65
2332,71
2333,27
2334,35
2335,18
2336,39
2337,35
2338,29
2339,54
2340,36
2341,71
2342,71
2343,27
2344,57
2345,22
2346,36
2347,16
2348,54
2349,65
2350,40
2351,52
2352,7
2353,54
2354,54
2355,47
2356,63
2357,12
2358,60
2359,13
2360,38
2361,7
2362,15
2363,41
2364,5
2365,32
2366,9
2367,63
2368,3
2369,43
2370,67
2371,71
2372,71
2373,6
2374,33
2375,38
2376,72
2377,38
2378,30
2379,55
2380,41
2381,21
2382,53
2383,17
2384,37
2385,17
2386,9
2387,15
2388,67
2389,18
2390,8
2391,63
2392,75
2393,40
2394,38
2395,34
2396,15
2397,58
2398,27
2399,32
2400,12
2401,71
2402,32
2403,12
2404,38
2405,60
2406,74
2407,31
2408,27
2409,12
2410,8
2411,7
2412,45
2413,9
2414,33
2415,67
2416,39
2417,52
2418,15
2419,62
2420,59
2421,49
2422,22
2423,67
2424,14
2425,3
2426,12
2427,39
2428,10
2429,21
2430,21
2431,40
2432,25
2433,1
2434,72
2435,33
2436,38
2437,3
2438,7
2439,41
2440,15
2441,13
2442,38
2443,71
2444,20
2445,12
2446,65
2447,35
2448,24
2449,72
2450,62
2451,18
2452,66
2453,60
2454,74
2455,27
2456,44
2457,67
2458,37
2459,9
2460,35
2461,25
2462,11
2463,43
2464,71
2465,65
2466,39
2467,67
2468,40
2469,7
2470,36
2471,60
2472,38
2473,7
2474,46
2475,48
2476,16
2477,21
2478,14
2479,52
2480,9
2481,67
2482,60
2483,78
2484,39
2485,27
2486,14
2487,48
2488,27
2489,69
2490,69
2491,72
2492,23
2493,67
2494,21
2495,21
2496,4
2497,4
2498,53
2499,43
2500,4
2501,4
2502,4
2503,15
2504,54
2505,46
2506,71
2507,50
2508,28
2509,3
2510,20
2511,27
2512,15
2513,15
2514,44
2515,15
2516,3
2517,41
2518,50
2519,53
2520,14
2521,69
2522,2
2523,53
2524,52
2525,21
2526,22
2527,72
2528,34
2529,44
2530,52
2531,61
2532,67
2533,24
2534,20
2535,20
2536,18
2537,39
2538,44
2539,54
2540,32
2541,43
2542,20
2543,20
2544,41
2545,41
2546,41
2547,2
2548,14
2549,15
2550,55
2551,55
2552,66
2553,14
2554,39
2555,47
2556,20
2557,19
2558,41
2559,41
2560,21
2561,37
2562,25
2563,20
2564,3
2565,13
2566,67
2567,8
2568,4
2569,44
2570,53
2571,15
2572,10
2573,17
2574,12
2575,8
2576,8
2577,12
2578,33
2579,35
2580,71
2581,34
2582,20
2583,34
2584,35
2585,4
2586,16
2587,56
2588,55
2589,23
2590,53
2591,19
2592,60
2593,30
2594,72
2595,52
2596,76
2597,71
2598,44
2599,62
2600,16
2601,21
2602,49
2603,23
2604,40
2605,6
2606,22
2607,50
2608,50
2609,75
2610,37
2611,65
2612,69
2613,19
2614,20
2615,20
2616,1
2617,69
2618,33
2619,11
2620,41
2621,66
2622,30
2623,10
2624,74
2625,52
2626,32
2627,32
2628,8
2629,6
2630,56
2631,38
2632,11
2633,71
2634,63
2635,51
2636,71
2637,44
2638,7
2639,33
2640,70
2641,3
2642,41
2643,15
2644,15
2645,6
2646,63
2647,27
2648,27
2649,18
2650,18
2651,23
2652,18
2653,18
2654,36
2655,30
2656,52
2657,52
2658,69
2659,8
2660,3
2661,4
2662,23
2663,72
2664,33
2665,9
2666,38
2667,33
2668,35
2669,4
2670,45
2671,29
2672,28
2673,40
2674,17
2675,7
2676,7
2677,7
2678,7
2679,9
2680,59
2681,3
2682,66
2683,11
2684,11
2685,23
2686,22
2687,33
2688,37
2689,43
2690,69
2691,69
2692,59
2693,63
2694,4
2695,5
2696,12
2697,4
2698,12
2699,61
2700,32
2701,47
2702,53
2703,12
2704,71
2705,49
2706,39
2707,21
2708,25
2709,1
2710,71
2711,55
2712,72
2713,18
2714,16
2715,4
2716,20
2717,75
2718,60
2719,74
2720,15
2721,23
2722,41
2723,54
2724,30
2725,30
2726,45
2727,34
2728,21
2729,19
2730,19
2731,55
2732,53
2733,12
2734,27
2735,56
2736,38
2737,1
2738,11
2739,12
2740,3
2741,66
2742,29
2743,7
2744,69
2745,20
2746,32
2747,4
2748,39
2749,11
2750,50
2751,69
2752,12
2753,52
2754,49
2755,15
2756,28
2757,29
2758,5
2759,26
2760,71
2761,27
2762,33
2763,40
2764,53
2765,43
2766,41
2767,20
2768,27
2769,12
2770,43
2771,22
2772,52
2773,1
2774,40
2775,56
2776,52
2777,53
2778,33
2779,22
2780,27
2781,65
2782,15
2783,41
2784,65
2785,19
2786,2
2787,72
2788,72
2789,72
2790,72
2791,22
2792,22
2793,61
2794,36
2795,10
2796,71
2797,23
2798,24
2799,63
2800,54
2801,78
2802,14
2803,51
2804,55
2805,9
2806,47
2807,35
2808,26
2809,40
2810,36
2811,52
2812,13
2813,22
2814,53
2815,29
2816,43
2817,41
2818,67
2819,44
2820,3
2821,41
2822,53
2823,17
2824,12
2825,8
2826,18
2827,38
2828,25
2829,16
2830,9
2831,31
2832,39
2833,8
2834,67
2835,27
2836,27
2837,9
2838,66
2839,52
2840,63
2841,37
2842,22
2843,11
2844,21
2845,76
2846,72
2847,15
2848,52
2849,20
2850,70
2851,50
2852,24
2853,24
2854,27
2855,20
2856,16
2857,63
2858,9
2859,13
2860,73
2861,7
2862,26
2863,31
2864,31
2865,11
2866,52
2867,12
2868,14
2869,37
2870,15
2871,35
2872,37
2873,53
2874,23
2875,51
2876,34
2877,7
2878,11
2879,22
2880,60
2881,52
2882,39
2883,53
2884,41
2885,15
2886,36
2887,36
2888,66
2889,65
2890,11
2891,32
2892,11
2893,11
2894,54
2895,16
2896,28
2897,7
2898,7
2899,62
2900,54
2901,38
2902,53
2903,66
2904,37
2905,4
2906,50
2907,41
2908,3
2909,19
2910,7
2911,38
2912,16
2913,16
2914,63
2915,24
2916,11
2917,71
2918,53
2919,2
2920,3
2921,67
2922,29
2923,71
2924,55
2925,48
2926,24
2927,63
2928,34
2929,10
2930,36
2931,26
2932,71
2933,11
2934,11
2935,57
2936,6
2937,59
2938,44
2939,49
2940,8
2941,7
2942,67
2943,79
2944,5
2945,38
2946,70
2947,56
2948,60
2949,32
2950,63
2951,71
2952,69
2953,33
2954,24
2955,33
2956,48
2957,71
2958,43
2959,71
2960,71
2961,21
2962,16
2963,50
2964,50
2965,31
2966,36
2967,9
2968,10
2969,4
2970,29
2971,55
2972,14
2973,80
2974,14
2975,1
2976,79
2977,59
2978,63
2979,23
2980,12
2981,1
2982,6
2983,78
2984,72
2985,11
2986,80
2987,4
2988,22
2989,51
2990,24
2991,12
2992,29
2993,11
