ID,SA4_ID
2994,45
2995,70
2996,53
2997,15
2998,36
2999,81
3000,79
3001,82
3002,8
3003,29
3004,64
3005,1
3006,62
3007,6
3008,19
3009,9
3010,32
3011,53
3012,53
3013,53
3014,51
3015,51
3016,83
3017,9
3018,84
3019,7
3020,13
3021,18
3022,30
3023,18
3024,83
3025,79
3026,32
3027,75
3028,78
3029,48
3030,36
3031,31
3032,69
3033,1
3034,18
3035,53
3036,27
3037,39
3038,31
3039,26
3040,11
3041,20
3042,63
3043,32
3044,33
3045,32
3046,65
3047,4
3048,78
3049,10
3050,85
3051,79
3052,60
3053,9
3054,10
3055,32
3056,77
3057,41
3058,72
3059,34
3060,21
3061,21
3062,35
3063,85
3064,85
3065,64
3066,61
3067,14
3068,63
3069,15
3070,67
3071,39
3072,39
3073,9
3074,81
3075,61
3076,56
3077,49
3078,49
3079,34
3080,83
3081,67
3082,22
3083,40
3084,18
3085,1
3086,39
3087,45
3088,9
3089,27
3090,1
3091,17
3092,20
3093,20
3094,20
3095,40
3096,45
3097,10
3098,9
3099,37
3100,39
3101,15
3102,32
3103,6
3104,6
3105,52
3106,52
3107,49
3108,79
3109,15
3110,16
3111,15
3112,16
3113,47
3114,65
3115,41
3116,16
3117,40
3118,79
3119,86
3120,15
3121,36
3122,86
3123,3
3124,87
3125,87
3126,43
3127,38
3128,9
3129,30
3130,32
3131,15
3132,50
3133,50
3134,85
3135,88
3136,45
3137,53
3138,88
3139,49
3140,31
3141,31
3142,24
3143,43
3144,51
3145,27
3146,22
3147,24
3148,14
3149,14
3150,27
3151,27
3152,42
3153,14
3154,66
3155,4
3156,85
3157,73
3158,21
3159,53
3160,71
3161,52
3162,55
3163,1
3164,19
3165,20
3166,9
3167,58
3168,15
3169,23
3170,16
3171,45
3172,11
3173,79
3174,5
3175,17
3176,64
3177,11
3178,11
3179,1
3180,1
3181,38
3182,79
3183,36
3184,43
3185,34
3186,39
3187,31
3188,4
3189,54
3190,54
3191,7
3192,42
3193,6
3194,85
3195,21
3196,65
3197,86
3198,11
3199,36
3200,43
3201,43
3202,43
3203,9
3204,15
3205,2
3206,37
3207,51
3208,36
3209,5
3210,20
3211,58
3212,86
3213,14
3214,74
3215,25
3216,87
3217,52
3218,72
3219,22
3220,72
3221,41
3222,52
3223,38
3224,24
3225,23
3226,9
3227,63
3228,87
3229,38
3230,38
3231,61
3232,25
3233,42
3234,36
3235,84
3236,43
3237,69
3238,21
3239,34
3240,38
3241,19
3242,32
3243,1
3244,49
3245,79
3246,31
3247,38
3248,6
3249,14
3250,85
3251,53
3252,36
3253,59
3254,72
3255,67
3256,16
3257,21
3258,15
3259,67
3260,4
3261,80
3262,43
3263,40
3264,79
3265,86
3266,79
3267,5
3268,83
3269,4
3270,12
3271,88
3272,69
3273,80
3274,38
3275,4
3276,85
3277,20
3278,67
3279,67
3280,67
3281,67
3282,55
3283,85
3284,85
3285,32
3286,87
3287,50
3288,50
3289,8
3290,62
3291,37
3292,25
3293,25
3294,25
3295,17
3296,73
3297,42
3298,61
3299,55
3300,79
3301,73
3302,79
3303,11
3304,41
3305,41
3306,41
3307,41
3308,19
3309,19
3310,15
3311,33
3312,33
3313,33
3314,37
3315,58
3316,79
3317,3
3318,3
3319,71
3320,19
3321,62
3322,84
3323,56
3324,79
3325,27
3326,21
3327,7
3328,87
3329,39
3330,54
3331,54
3332,1
3333,1
3334,15
3335,43
3336,43
3337,52
3338,16
3339,79
3340,31
3341,54
3342,26
3343,11
3344,72
3345,3
3346,87
3347,43
3348,40
3349,40
3350,64
3351,83
3352,20
3353,9
3354,59
3355,39
3356,27
3357,15
3358,70
3359,10
3360,54
3361,9
3362,9
3363,37
3364,37
3365,21
3366,71
3367,24
3368,43
3369,67
3370,51
3371,19
3372,69
3373,9
3374,39
3375,16
3376,43
3377,70
3378,17
3379,14
3380,86
3381,38
3382,80
3383,3
3384,68
3385,78
3386,20
3387,15
3388,67
3389,7
3390,49
3391,53
3392,60
3393,80
3394,54
3395,54
3396,54
3397,51
3398,36
3399,16
3400,83
3401,31
3402,31
3403,9
3404,12
3405,38
3406,80
3407,88
3408,6
3409,3
3410,3
3411,31
3412,26
3413,21
3414,38
3415,8
3416,79
3417,15
3418,20
3419,10
3420,72
3421,18
3422,79
3423,9
3424,82
3425,60
3426,41
3427,50
3428,23
3429,51
3430,86
3431,50
3432,52
3433,21
3434,52
3435,40
3436,40
3437,16
3438,39
3439,71
3440,20
3441,27
3442,3
3443,3
3444,81
3445,19
3446,38
3447,72
3448,7
3449,7
3450,7
3451,80
3452,39
3453,7
3454,7
3455,22
3456,62
3457,71
3458,23
3459,67
3460,69
3461,32
3462,19
3463,59
3464,34
3465,26
3466,39
3467,67
3468,21
3469,14
3470,57
3471,86
3472,12
3473,52
3474,12
3475,61
3476,84
3477,42
3478,17
3479,7
3480,32
3481,6
3482,6
3483,1
3484,72
3485,12
3486,14
3487,45
3488,7
3489,6
3490,68
3491,71
3492,56
3493,44
3494,37
3495,11
3496,31
3497,15
3498,39
3499,7
3500,38
3501,39
3502,17
3503,30
3504,58
3505,24
3506,1
3507,29
3508,9
3509,27
3510,1
3511,48
3512,45
3513,29
3514,16
3515,70
3516,9
3517,62
3518,85
3519,71
3520,9
3521,70
3522,25
3523,16
3524,37
3525,24
3526,19
3527,5
3528,52
3529,41
3530,39
3531,9
3532,4
3533,43
3534,28
3535,3
3536,37
3537,1
3538,61
3539,71
3540,19
3541,82
3542,34
3543,60
3544,60
3545,88
3546,67
3547,22
3548,22
3549,87
3550,15
3551,15
3552,54
3553,87
3554,35
3555,54
3556,54
3557,84
3558,20
3559,77
3560,38
3561,7
3562,37
3563,70
3564,85
3565,29
3566,79
3567,79
3568,25
3569,16
3570,16
3571,36
3572,70
3573,53
3574,58
3575,79
3576,1
3577,20
3578,71
3579,15
3580,55
3581,18
3582,27
3583,82
3584,51
3585,19
3586,80
3587,88
3588,79
3589,7
3590,27
3591,16
3592,24
3593,71
3594,7
3595,82
3596,7
3597,39
3598,23
3599,43
3600,21
3601,14
3602,69
3603,34
3604,71
3605,40
3606,22
3607,22
3608,30
3609,65
3610,15
3611,86
3612,14
3613,11
3614,40
3615,2
3616,72
3617,6
3618,30
3619,75
3620,4
3621,3
3622,79
3623,85
3624,32
3625,72
3626,86
3627,18
3628,86
3629,79
3630,31
3631,15
3632,23
3633,87
3634,9
3635,4
3636,38
3637,12
3638,79
3639,81
3640,65
3641,52
3642,53
3643,80
3644,48
3645,34
3646,3
3647,38
3648,36
3649,4
3650,38
3651,47
3652,16
3653,85
3654,6
3655,22
3656,27
3657,40
3658,86
3659,37
3660,65
3661,38
3662,4
3663,12
3664,65
3665,3
3666,28
3667,50
3668,67
3669,71
3670,86
3671,42
3672,69
3673,17
3674,7
3675,82
3676,15
3677,31
3678,45
3679,85
3680,55
3681,45
3682,35
3683,66
3684,66
3685,66
3686,65
3687,50
3688,28
3689,85
3690,47
3691,61
3692,28
3693,37
3694,43
3695,11
3696,79
3697,49
3698,87
3699,87
3700,22
3701,38
3702,15
3703,68
3704,48
3705,64
3706,58
3707,87
3708,87
3709,15
3710,15
3711,11
3712,56
3713,43
3714,7
3715,53
3716,62
3717,35
3718,21
3719,9
3720,3
3721,39
3722,11
3723,16
3724,16
3725,16
3726,79
3727,55
3728,69
3729,39
3730,64
3731,30
3732,26
3733,19
3734,25
3735,86
3736,19
3737,67
3738,27
3739,55
3740,58
3741,44
3742,22
3743,29
3744,78
3745,71
3746,54
3747,77
3748,55
3749,59
3750,26
3751,35
3752,54
3753,80
3754,15
3755,60
3756,13
3757,1
3758,44
3759,54
3760,43
3761,14
3762,4
3763,68
3764,15
3765,34
3766,52
3767,38
3768,31
3769,7
3770,62
3771,58
3772,6
3773,6
3774,36
3775,27
3776,52
3777,71
3778,39
3779,38
3780,38
3781,53
3782,52
3783,23
3784,23
3785,12
3786,60
3787,6
3788,67
3789,41
3790,20
3791,50
3792,13
3793,79
3794,14
3795,87
3796,15
3797,49
3798,57
3799,79
3800,49
3801,31
3802,31
3803,60
3804,15
3805,15
3806,7
3807,61
3808,17
3809,9
3810,39
3811,38
3812,72
3813,53
3814,87
3815,37
3816,9
3817,30
3818,39
3819,79
3820,6
3821,15
3822,63
3823,51
3824,86
3825,54
3826,4
3827,35
3828,70
3829,2
3830,74
3831,85
3832,58
3833,86
3834,19
3835,32
3836,51
3837,31
3838,31
3839,15
3840,42
3841,38
3842,50
3843,28
3844,20
3845,21
3846,51
3847,58
3848,19
3849,15
3850,21
3851,29
3852,23
3853,33
3854,79
3855,54
3856,87
3857,27
3858,15
3859,6
3860,24
3861,1
3862,67
3863,19
3864,15
3865,24
3866,1
3867,49
3868,87
3869,25
3870,63
3871,33
3872,30
3873,81
3874,47
3875,6
3876,21
3877,63
3878,22
3879,40
3880,16
3881,54
3882,38
3883,11
3884,79
3885,25
3886,11
3887,51
3888,69
3889,14
3890,28
3891,37
3892,43
3893,52
3894,7
3895,59
3896,11
3897,9
3898,50
3899,87
3900,38
3901,38
3902,31
3903,58
3904,25
3905,6
3906,38
3907,44
3908,38
3909,1
3910,54
3911,54
3912,38
3913,30
3914,66
3915,6
3916,16
3917,16
3918,16
3919,38
3920,67
3921,87
3922,27
3923,4
3924,36
3925,15
3926,15
3927,27
3928,79
3929,55
3930,61
3931,12
3932,18
3933,61
3934,72
3935,52
3936,17
3937,79
3938,42
3939,79
3940,15
3941,50
3942,16
3943,88
3944,26
3945,71
3946,1
3947,45
3948,12
3949,66
3950,9
3951,15
3952,19
3953,6
3954,19
3955,12
3956,64
3957,79
3958,38
3959,21
3960,59
3961,72
3962,86
3963,87
3964,80
3965,15
3966,50
3967,11
3968,39
3969,49
3970,73
3971,85
3972,55
3973,38
3974,15
3975,15
3976,79
3977,77
3978,2
3979,47
3980,14
3981,1
3982,44
3983,11
3984,79
3985,27
3986,83
3987,86
3988,86
3989,63
3990,50
3991,14
3992,14
3993,14
3994,38
3995,55
3996,27
3997,85
3998,85
3999,17
4000,15
4001,29
4002,1
4003,11
4004,81
4005,35
4006,82
4007,37
4008,79
4009,45
4010,10
4011,83
4012,86
4013,22
4014,22
4015,58
4016,58
4017,58
4018,85
4019,87
4020,14
4021,83
4022,27
4023,35
4024,61
4025,24
4026,50
4027,21
4028,3
4029,24
4030,12
4031,7
4032,62
4033,54
4034,15
4035,40
4036,47
4037,67
4038,80
4039,88
4040,8
4041,60
4042,12
4043,41
4044,12
4045,23
4046,24
4047,24
4048,22
4049,39
4050,31
4051,55
4052,39
4053,61
4054,54
4055,15
4056,10
4057,4
4058,43
4059,9
4060,86
4061,86
4062,12
4063,50
4064,71
4065,87
4066,23
4067,22
4068,43
4069,11
4070,6
4071,83
4072,11
4073,11
4074,60
4075,63
4076,1
4077,52
4078,27
4079,30
4080,37
4081,37
4082,59
4083,39
4084,1
4085,26
4086,54
4087,15
4088,71
4089,71
4090,29
4091,52
4092,61
4093,79
4094,7
4095,14
4096,5
4097,35
4098,7
4099,4
4100,4
4101,71
4102,18
4103,50
4104,27
4105,52
4106,13
4107,76
4108,79
4109,49
4110,15
4111,18
4112,18
4113,43
4114,14
4115,71
4116,67
4117,31
4118,69
4119,81
4120,16
4121,79
4122,87
4123,87
4124,31
4125,22
4126,52
4127,6
4128,1
4129,20
4130,8
4131,1
4132,88
4133,27
4134,31
4135,43
4136,15
4137,56
4138,2
4139,12
4140,11
4141,17
4142,11
4143,27
4144,17
4145,9
4146,9
4147,9
4148,53
4149,52
4150,21
4151,79
4152,48
4153,65
4154,9
4155,81
4156,81
4157,72
4158,14
4159,45
4160,13
4161,72
4162,80
4163,29
4164,29
4165,8
4166,1
4167,47
4168,26
4169,40
4170,43
4171,16
4172,11
4173,4
4174,41
4175,41
4176,87
4177,87
4178,55
4179,87
4180,87
4181,6
4182,79
4183,43
4184,5
4185,40
4186,15
4187,23
4188,50
4189,38
4190,40
4191,83
4192,15
4193,61
4194,39
4195,23
4196,71
4197,6
4198,13
4199,7
4200,39
4201,65
4202,41
4203,9
4204,80
4205,33
4206,88
4207,9
4208,70
4209,54
4210,67
4211,17
4212,13
4213,20
4214,20
4215,13
4216,87
4217,55
4218,12
4219,87
4220,24
4221,53
4222,20
4223,21
4224,3
4225,3
4226,3
4227,85
4228,53
4229,39
4230,39
4231,21
4232,11
4233,25
4234,72
4235,41
4236,55
4237,24
4238,54
4239,59
4240,59
4241,59
4242,55
4243,50
4244,7
4245,50
4246,1
4247,13
4248,82
4249,82
4250,82
4251,12
4252,53
4253,72
4254,4
4255,32
4256,34
4257,65
4258,61
4259,88
4260,40
4261,8
4262,52
4263,52
4264,33
4265,82
4266,43
4267,83
4268,79
4269,36
4270,29
4271,85
4272,21
4273,34
4274,15
4275,52
4276,24
4277,65
4278,82
4279,35
4280,10
4281,27
4282,24
4283,67
4284,85
4285,11
4286,18
4287,21
4288,18
4289,71
4290,33
4291,52
4292,55
4293,26
4294,23
4295,17
4296,13
4297,84
4298,8
4299,20
4300,86
4301,42
4302,63
4303,39
4304,30
4305,20
4306,52
4307,79
4308,65
4309,20
4310,15
4311,32
4312,87
4313,79
4314,33
4315,26
4316,60
4317,8
4318,24
4319,82
4320,11
4321,62
4322,31
4323,79
4324,41
4325,15
4326,39
4327,16
4328,49
4329,63
4330,86
4331,25
4332,35
4333,62
4334,76
4335,7
4336,30
4337,16
4338,34
4339,22
4340,32
4341,30
4342,19
4343,2
4344,63
4345,14
4346,15
4347,4
4348,4
4349,15
4350,85
4351,49
4352,11
4353,63
4354,12
4355,12
4356,27
4357,67
4358,67
4359,29
4360,15
4361,12
4362,12
4363,50
4364,54
4365,44
4366,54
4367,54
4368,54
4369,83
4370,83
4371,79
4372,27
4373,15
4374,85
4375,6
4376,17
4377,17
4378,29
4379,56
4380,24
4381,11
4382,7
4383,12
4384,44
4385,46
4386,66
4387,65
4388,4
4389,57
4390,56
4391,82
4392,30
4393,59
4394,55
4395,56
4396,24
4397,49
4398,1
4399,37
4400,56
4401,29
4402,14
4403,79
4404,80
4405,86
4406,21
4407,38
4408,9
4409,9
4410,35
4411,88
4412,16
4413,77
4414,45
4415,11
4416,1
4417,11
4418,26
4419,54
4420,15
4421,18
4422,17
4423,15
4424,11
4425,65
4426,19
4427,31
4428,64
4429,21
4430,45
4431,45
4432,53
4433,39
4434,3
4435,3
4436,65
4437,10
4438,71
4439,71
4440,1
4441,1
4442,58
4443,71
4444,3
4445,15
4446,31
4447,31
4448,31
4449,21
4450,79
4451,39
4452,15
4453,87
4454,1
4455,1
4456,71
4457,43
4458,43
4459,43
4460,60
4461,59
4462,63
4463,56
4464,8
4465,8
4466,52
4467,85
4468,87
4469,29
4470,15
4471,83
4472,71
4473,53
4474,16
4475,15
4476,86
4477,50
4478,47
4479,61
4480,27
4481,32
4482,27
4483,27
4484,86
4485,86
4486,4
4487,15
4488,14
4489,14
4490,12
4491,4
4492,61
4493,22
4494,15
4495,53
4496,4
4497,21
4498,51
4499,4
4500,7
4501,22
4502,35
4503,60
4504,71
4505,83
4506,49
4507,49
4508,71
4509,85
4510,7
4511,87
4512,37
4513,27
4514,44
4515,18
4516,14
4517,56
4518,15
4519,3
4520,82
4521,50
4522,39
4523,54
4524,24
4525,43
4526,43
4527,43
4528,43
4529,87
4530,24
4531,22
4532,22
4533,87
4534,16
4535,6
4536,75
4537,68
4538,14
4539,15
4540,29
4541,55
4542,4
4543,35
4544,9
4545,52
4546,7
4547,24
4548,85
4549,38
4550,38
4551,39
4552,37
4553,15
4554,41
4555,53
4556,15
4557,28
4558,26
4559,87
4560,34
4561,66
4562,23
4563,32
4564,58
4565,8
4566,43
4567,49
4568,2
4569,41
4570,79
4571,81
4572,35
4573,71
4574,6
4575,23
4576,32
4577,85
4578,62
4579,66
4580,6
4581,20
4582,63
4583,63
4584,15
4585,15
4586,88
4587,5
4588,33
4589,52
4590,54
4591,40
4592,14
4593,10
4594,12
4595,66
4596,81
4597,34
4598,21
4599,47
4600,31
4601,41
4602,39
4603,76
4604,86
4605,86
4606,19
4607,87
4608,84
4609,72
4610,71
4611,53
4612,53
4613,38
4614,11
4615,17
4616,10
4617,79
4618,20
4619,38
4620,38
4621,20
4622,4
4623,85
4624,21
4625,21
4626,54
4627,54
4628,54
4629,54
4630,71
4631,59
4632,21
4633,42
4634,53
4635,21
4636,21
4637,10
4638,10
4639,66
4640,39
4641,28
4642,29
4643,28
4644,81
4645,60
4646,18
4647,46
4648,38
4649,15
4650,23
4651,4
4652,28
4653,82
4654,40
4655,43
4656,83
4657,52
4658,38
4659,25
4660,87
4661,11
4662,22
4663,68
4664,38
4665,80
4666,56
4667,27
4668,16
4669,88
4670,88
4671,35
4672,35
4673,80
4674,80
4675,83
4676,64
4677,67
4678,12
4679,21
4680,59
4681,32
4682,32
4683,52
4684,47
4685,49
4686,67
4687,21
4688,48
4689,29
4690,15
4691,18
4692,1
4693,1
4694,9
4695,9
4696,82
4697,19
4698,15
4699,51
4700,18
4701,65
4702,15
4703,7
4704,71
4705,1
4706,70
4707,42
4708,24
4709,13
4710,27
4711,39
4712,39
4713,27
4714,75
4715,75
4716,11
4717,79
4718,4
4719,86
4720,86
4721,6
4722,7
4723,7
4724,7
4725,54
4726,50
4727,9
4728,63
4729,88
4730,79
4731,29
4732,31
4733,83
4734,60
4735,70
4736,38
4737,63
4738,15
4739,54
4740,88
4741,49
4742,83
4743,8
4744,24
4745,32
4746,54
4747,20
4748,20
4749,43
4750,45
4751,43
4752,49
4753,87
4754,22
4755,35
4756,49
4757,49
4758,6
4759,53
4760,52
4761,32
4762,20
4763,21
4764,14
4765,44
4766,44
4767,85
4768,55
4769,55
4770,32
4771,13
4772,13
4773,34
4774,73
4775,29
4776,21
4777,86
4778,26
4779,9
4780,40
4781,15
4782,28
4783,28
4784,15
4785,72
4786,25
4787,16
4788,7
4789,57
4790,55
4791,56
4792,30
4793,59
4794,31
4795,67
4796,1
4797,31
4798,83
4799,10
4800,81
4801,69
4802,34
4803,40
4804,29
4805,79
4806,62
4807,14
4808,19
4809,15
4810,16
4811,87
4812,87
4813,80
4814,66
4815,16
4816,57
4817,24
4818,31
4819,23
4820,50
4821,50
4822,8
4823,11
4824,54
4825,76
4826,85
4827,15
4828,15
4829,4
4830,65
4831,83
4832,60
4833,37
4834,39
4835,78
4836,39
4837,33
4838,79
4839,60
4840,67
4841,43
4842,26
4843,43
4844,12
4845,23
4846,59
4847,50
4848,59
4849,25
4850,82
4851,79
4852,1
4853,79
4854,43
4855,23
4856,63
4857,55
4858,39
4859,9
4860,35
4861,55
4862,80
4863,50
4864,39
4865,46
4866,79
4867,79
4868,31
4869,16
4870,23
4871,20
4872,6
4873,34
4874,15
4875,15
4876,6
4877,14
4878,14
4879,1
4880,50
4881,4
4882,11
4883,39
4884,6
4885,15
4886,25
4887,20
4888,4
4889,61
4890,45
4891,52
4892,11
4893,54
4894,48
4895,37
4896,45
4897,27
4898,79
4899,28
4900,41
4901,12
4902,16
4903,77
4904,15
4905,39
4906,9
4907,55
4908,69
4909,33
4910,43
4911,8
4912,9
4913,45
4914,17
4915,33
4916,62
4917,45
4918,16
4919,16
4920,22
4921,71
4922,23
4923,77
4924,20
4925,53
4926,70
4927,86
4928,86
4929,41
4930,13
4931,18
4932,41
4933,72
4934,58
4935,72
4936,32
4937,79
4938,80
4939,37
4940,79
4941,50
4942,45
4943,72
4944,11
4945,63
4946,73
4947,64
4948,16
4949,23
4950,23
4951,62
4952,62
4953,68
4954,48
4955,87
4956,38
4957,45
4958,87
4959,30
4960,30
4961,30
4962,30
4963,37
4964,80
4965,14
4966,40
4967,23
4968,24
4969,50
4970,49
4971,9
4972,31
4973,7
4974,30
4975,14
4976,69
4977,83
4978,14
4979,56
4980,72
4981,66
4982,68
4983,56
4984,24
4985,69
4986,37
4987,41
4988,13
4989,1
4990,38
4991,23
4992,20
4993,20
4994,9
4995,12
4996,29
4997,63
4998,7
4999,48
5000,13
5001,40
5002,40
5003,56
5004,29
5005,3
5006,3
5007,3
5008,39
5009,35
5010,85
5011,31
5012,88
5013,87
5014,51
5015,65
5016,53
5017,53
5018,14
5019,15
5020,20
5021,60
5022,16
5023,11
5024,6
5025,41
5026,62
5027,37
5028,1
5029,58
5030,69
5031,64
5032,30
5033,16
5034,45
5035,86
5036,39
5037,64
5038,16
5039,66
5040,3
5041,1
5042,45
5043,27
5044,45
5045,27
5046,69
5047,9
5048,9
5049,9
5050,79
5051,79
5052,25
5053,7
5054,51
5055,85
5056,9
5057,50
5058,87
5059,87
5060,77
5061,39
5062,54
5063,16
5064,35
5065,40
5066,40
5067,29
5068,80
5069,59
5070,87
5071,5
5072,65
5073,6
5074,37
5075,62
5076,62
5077,62
5078,62
5079,65
5080,79
5081,11
5082,11
5083,53
5084,39
5085,49
5086,65
5087,36
5088,26
5089,79
5090,8
5091,30
5092,20
5093,42
5094,70
5095,71
5096,79
5097,76
5098,38
5099,54
5100,70
5101,71
5102,55
5103,16
5104,16
5105,20
5106,37
5107,65
5108,9
5109,87
5110,87
5111,7
5112,20
5113,35
5114,9
5115,71
5116,71
5117,71
5118,71
5119,71
5120,12
5121,72
5122,11
5123,40
5124,13
5125,14
5126,14
5127,36
5128,44
5129,11
5130,42
5131,38
5132,11
5133,79
5134,62
5135,32
5136,6
5137,41
5138,77
5139,19
5140,49
5141,75
5142,86
5143,80
5144,14
5145,64
5146,65
5147,65
5148,72
5149,86
5150,9
5151,86
5152,6
5153,36
5154,60
5155,19
5156,24
5157,87
5158,10
5159,10
5160,50
5161,42
5162,40
5163,7
5164,49
5165,67
5166,49
5167,64
5168,45
5169,27
5170,11
5171,19
5172,82
5173,35
5174,25
5175,41
5176,37
5177,68
5178,60
5179,20
5180,32
5181,71
5182,3
5183,22
5184,12
5185,12
5186,62
5187,16
5188,20
5189,82
5190,16
5191,23
5192,23
5193,11
5194,20
5195,79
5196,73
5197,66
5198,71
5199,71
5200,71
5201,35
5202,79
5203,52
5204,69
5205,53
5206,6
5207,19
5208,11
5209,11
5210,11
5211,57
5212,24
5213,17
5214,67
5215,39
5216,41
5217,16
5218,35
5219,18
5220,22
5221,9
5222,21
5223,21
5224,45
5225,67
5226,10
5227,39
5228,27
5229,52
5230,82
5231,35
5232,15
5233,16
5234,17
5235,16
5236,20
5237,54
5238,28
5239,35
5240,14
5241,23
5242,79
5243,50
5244,84
5245,15
5246,16
5247,60
5248,6
5249,6
5250,39
5251,13
5252,26
5253,87
5254,26
5255,33
5256,67
5257,38
5258,87
5259,23
5260,84
5261,1
5262,22
5263,61
5264,67
5265,26
5266,12
5267,27
5268,29
5269,45
5270,35
5271,17
5272,59
5273,14
5274,37
5275,54
5276,67
5277,83
5278,43
5279,35
5280,35
5281,77
5282,28
5283,28
5284,3
5285,9
5286,50
5287,43
5288,45
5289,1
5290,55
5291,66
5292,62
5293,62
5294,12
5295,85
5296,85
5297,39
5298,24
5299,53
5300,44
5301,36
5302,19
5303,73
5304,19
5305,19
5306,53
5307,65
5308,6
5309,32
5310,51
5311,9
5312,18
5313,27
5314,18
5315,54
5316,35
5317,15
5318,15
5319,1
5320,61
5321,50
5322,43
5323,49
5324,37
5325,62
5326,69
5327,2
5328,31
5329,52
5330,62
5331,60
5332,60
5333,32
5334,38
5335,52
5336,50
5337,12
5338,12
5339,42
5340,45
5341,7
5342,53
5343,75
5344,72
5345,22
5346,52
5347,60
5348,88
5349,55
5350,27
5351,79
5352,29
5353,36
5354,36
5355,20
5356,82
5357,45
5358,66
5359,22
5360,62
5361,15
5362,19
5363,73
5364,73
5365,49
5366,2
5367,32
5368,73
5369,82
5370,87
5371,87
5372,39
5373,54
5374,63
5375,76
5376,27
5377,50
5378,59
5379,32
5380,34
5381,25
5382,85
5383,39
5384,26
5385,12
5386,28
5387,14
5388,17
5389,71
5390,66
5391,19
5392,47
5393,79
5394,36
5395,63
5396,63
5397,11
5398,29
5399,30
5400,15
5401,79
5402,16
5403,58
5404,32
5405,51
5406,2
5407,41
5408,41
5409,86
5410,16
5411,52
5412,1
5413,52
5414,67
5415,62
5416,35
5417,69
5418,14
5419,24
5420,38
5421,39
5422,39
5423,17
5424,17
5425,85
5426,32
5427,32
5428,12
5429,49
5430,79
5431,79
5432,16
5433,7
5434,32
5435,11
5436,38
5437,38
5438,31
5439,36
5440,10
5441,67
5442,87
5443,79
5444,2
5445,12
5446,8
5447,22
5448,49
5449,54
5450,15
5451,44
5452,29
5453,85
5454,42
5455,7
5456,7
5457,63
5458,54
5459,54
5460,74
5461,74
5462,73
5463,19
5464,50
5465,34
5466,85
5467,7
5468,53
5469,4
5470,56
5471,22
5472,80
5473,9
5474,33
5475,41
5476,43
5477,43
5478,12
5479,4
5480,53
5481,11
5482,15
5483,64
5484,23
5485,82
5486,15
5487,1
5488,66
5489,67
5490,7
5491,33
5492,24
5493,71
5494,31
5495,33
5496,49
5497,31
5498,31
5499,38
5500,59
5501,18
5502,35
5503,79
5504,66
5505,22
5506,85
5507,16
5508,17
5509,70
5510,19
5511,73
5512,1
5513,23
5514,15
5515,52
5516,82
5517,86
5518,26
5519,27
5520,66
5521,28
5522,28
5523,41
5524,67
5525,64
5526,24
5527,14
5528,38
5529,38
5530,84
5531,24
5532,27
5533,62
5534,22
5535,83
5536,62
5537,82
5538,29
5539,17
5540,55
5541,35
5542,9
5543,9
5544,11
5545,66
5546,7
5547,38
5548,20
5549,17
5550,38
5551,71
5552,71
5553,26
5554,14
5555,26
5556,61
5557,87
5558,32
5559,41
5560,79
5561,84
5562,13
5563,26
5564,12
5565,87
5566,87
5567,66
5568,88
5569,36
5570,19
5571,71
5572,25
5573,24
5574,24
5575,41
5576,64
5577,57
5578,57
5579,5
5580,15
5581,83
5582,67
5583,68
5584,69
5585,14
5586,9
5587,87
5588,27
5589,27
5590,9
5591,62
5592,59
5593,73
5594,29
5595,45
5596,19
5597,11
5598,23
5599,65
5600,85
5601,12
5602,68
5603,69
5604,9
5605,58
5606,6
5607,67
5608,59
5609,48
5610,24
5611,38
5612,25
5613,41
5614,11
5615,11
5616,86
5617,47
5618,28
5619,54
5620,18
5621,30
5622,63
5623,19
5624,14
5625,50
5626,36
5627,60
5628,60
5629,52
5630,7
5631,41
5632,71
5633,86
5634,17
5635,25
5636,84
5637,35
5638,87
5639,30
5640,79
5641,72
5642,72
5643,39
5644,76
5645,79
5646,9
5647,41
5648,67
5649,9
5650,65
5651,41
5652,81
5653,26
5654,79
5655,18
5656,61
5657,51
5658,33
5659,49
5660,13
5661,13
5662,9
5663,28
5664,1
5665,11
5666,23
5667,69
5668,16
5669,18
5670,42
5671,84
5672,47
5673,6
5674,54
5675,87
5676,38
5677,38
5678,85
5679,82
5680,50
5681,86
5682,62
5683,50
5684,7
5685,80
5686,79
5687,88
5688,32
5689,66
5690,9
5691,38
5692,38
5693,6
5694,61
5695,53
5696,53
5697,32
5698,66
5699,24
5700,54
5701,49
5702,49
5703,15
5704,15
5705,15
5706,62
5707,81
5708,67
5709,4
5710,43
5711,27
5712,79
5713,88
5714,13
5715,7
5716,63
5717,65
5718,71
5719,38
5720,74
5721,26
5722,14
5723,54
5724,71
5725,32
5726,69
5727,69
5728,11
5729,12
5730,12
5731,87
5732,62
5733,88
5734,88
5735,44
5736,11
5737,45
5738,1
5739,82
5740,88
5741,32
5742,38
5743,21
5744,28
5745,61
5746,79
5747,15
5748,37
5749,37
5750,37
5751,7
5752,59
5753,87
5754,60
5755,22
5756,26
5757,23
5758,50
5759,16
5760,9
5761,45
5762,45
5763,51
5764,39
5765,64
5766,15
5767,15
5768,9
5769,67
5770,50
5771,48
5772,45
5773,45
5774,21
5775,13
5776,23
5777,79
5778,39
5779,9
5780,70
5781,82
5782,84
5783,43
5784,53
5785,60
5786,59
5787,9
5788,30
5789,67
5790,79
5791,46
